Title,URL,Post,Publication Date
Governador Rafael Fonteles sai de férias por 12 dias e transmite cargo ao vice,https://carlsonpessoa.blogspot.com/2025/01/governador-rafael-fonteles-sai-de.html,"O governador Rafael Fonteles (PT) transmitiu o cargo ao vice-governador Themistocles Filho (MDB) na noite desta terça-feira (7) para um período de 12 dias, em que vai entrar de férias. Essas são as primeiras férias que o governador vai tirar desde que assumiu o mandato, em 2023. O governador disse que vai aproveitar este período, que se inicia em 8 de janeiro e segue até o dia 19, para aproveitar com a família.""Depois de dois anos como governador do estado do Piauí, eu agora vou tirar 10 dias de férias com a família, e aqui transmitindo o cargo para o nosso vice-governador Themistocles Filho, que vai conduzir muito bem os destinos do nosso estado nos próximos 10 dias"", disse. O período tirado de férias será relativo ao período aquisitivo de 2023.O governador ainda reforçou que o vice-governador Themistocles Filho ""está com a saúde em dia"". Themistocles ficouinternado e passou por examesno dia 2 de janeiro após um mal-estar. Ele teve alta no mesmo dia. ""Ele está com a saúde em dia e muita disposição para trabalhar pelo nosso povo"", disse o governador em vídeo publicado nas redes sociais.A transmissão do cargo ocorreu no Palácio de Karnak.cidadeverde.com",Unknown date
"“Não descarto autoria interna ou externa familiar”, diz delegado que investiga envenenamentos de família em Parnaíba",https://carlsonpessoa.blogspot.com/2025/01/nao-descarto-autoria-interna-ou-externa.html,"O delegado Abimael Silva, da Delegacia de Homicídios de Parnaíba, informou que já ouviu 13 pessoas no crime do envenenamento de nove pessoas de uma mesma família durante almoço no dia 1º de janeiro. Quatro pessoas já morreram, entre elas duas crianças, uma de três anos e outra de um ano e oito meses.Na madrugadadesta terça-feira (7), a mãe das duas crianças que morreram em outubro do ano passado também envenenadas, Francisca Maria da Silva,morreu após seis dias internada no Hospital Estadual Dirceu Arcoverde (HEDA), em Parnaíba.“A Polícia Civil não descarta nenhum tipo de autoria seja interna ou externa familiar. Estamos apurando e com o decorrer das oitivas a gente possa fazer esclarecimento desse fato logo em breve”, disse o delegado, que preside o inquérito.“Já ouvimos 13 pessoas, ainda faltam alguns esclarecimentos, está faltando verificar alguns detalhes e vamos requerer testemunhas, familiares para esclarecer alguns pontos. Estamos na linha de descobrir a autoria do crime para saber quem inseriu o veneno no arroz, que foi consumido pela família”, garantiu Abimael Silva.Quando ocorreu o envenenamento, 11 pessoas estavam na residência na cidade de Parnaíba.“Estamos buscando quem acessou a casa nos últimos dois dias antes do envenenamento”, disse o delegado Regional de Parnaíba, Williams Pinheiro.Segundo ele, o resultado da perícia que apontou que as pessoas foram intoxicadas por substância venenosa já indica que houve homicídios.“Nada está sendo descartado. O inquérito está avançando e com o resultado do laudo pericial fica confortável afirmar que houveram homicídios. Agora o foco é apontar a autoria, se foi uma pessoa, duas ou três envolvidas no crime”, disse o delegado regional.",Unknown date
Prefeito de Coronel José Dias matricula filhos na rede municipal de ensino,https://carlsonpessoa.blogspot.com/2025/01/prefeito-de-coronel-jose-dias-matricula.html,"O prefeito de
Coronel José Dias, município localizado no Sul do Piauí,Dr. Victor Carvalho,
anunciou a matrícula de seus filhos na rede municipal de ensino. Esta ação
demonstra não apenas o comprometimento do gestor com a qualidade da educação
oferecida no município, mas também serve como um exemplo para a comunidade.O prefeito Dr. Victor Carvalho destacou a empolgação de seus
filhos com o início do ano letivo de 2025. ""Luíza Lara está animada para
estudar na creche. Ela e Pedro Victor já estão matriculados na nossa rede de
ensino municipal"", afirmou o gestor evidenciando a confiança na estrutura
educacional e nos profissionais que compõem a rede municipal de ensino de
Coronel José Dias.A decisão do prefeito de matricular seus filhos nas escolas públicas do
município é vista como um sinal de seu compromisso com a qualidade da educação
oferecida. Ao optar pelo ensino público para sua própria família, Dr. Victor
Carvalho demonstra confiança na infraestrutura das escolas municipais,
reconhecimento da competência dos profissionais de educação e comprometimento
com a melhoria contínua do sistema educacional local.Para os pais e
responsáveis que desejam seguir o exemplo do prefeito, as matrículas para o ano
letivo de 2025 permanecem abertas até amanhã, 8 de janeiro de 2025. Os
interessados devem procurar as unidades escolares para garantir a vaga de seus
filhos.A atitude do prefeito Dr. Victor Carvalho tem como objetivo
aumentar a confiança da população na qualidade do ensino público municipal,
incentivar mais famílias a optarem pelas escolas da rede municipal e fortalecer
o vínculo entre a gestão pública e a comunidade escolar.O gesto do prefeito representa um voto de confiança na educação
pública e um compromisso visível com a qualidade do ensino oferecido no
município. Esta ação serve como um lembrete poderoso de que a educação pública
de qualidade é um direito de todos e uma responsabilidade compartilhada entre
gestores, educadores e a comunidade.GP1 - Gil Sobreira",Unknown date
Mão Santa assume o cargo de secretario imediato da Prefeitura de Parnaíba.,https://carlsonpessoa.blogspot.com/2025/01/mao-santa-assume-o-cargo-de-secretario.html,"O ex-prefeito Mão Santa, volta a prefeitura de Parnaíba, aos 82 anos de idade, agora como Secretario Imediato do Gabinete do prefeito Francisco Emanuel. O Decreto de numero 023/2025 foi publicado no Diário Oficial do Município(DOM) nesta terça feira(07), reatroativo a 02 de janeiro de 2025.",Unknown date
Casal que fez doação para família envenenada no PI teme represálias: ‘deixei de mexer nas redes sociais’; laudo descarta veneno em peixe,https://carlsonpessoa.blogspot.com/2025/01/casal-que-fez-doacao-para-familia.html,"Marido e mulher, que doam cestas básicas para famílias pobres há cinco anos, falaram ao Fantástico sob a condição de anonimato. Perícia apontou que veneno semelhante ao “chumbinho” estava presente no arroz preparado pelos familiares internados.A tragédia da família envenenada no PiauíO casal que doou uma cesta básica e peixe manjuba para a família internada com sintomas de envenenamento em Parnaíba, no litoral do Piauí, teme possíveis represálias que pode sofrer devido à repercussão do caso. O laudo do Instituto Médico Legal (IML) apontou a presença de veneno no arroz preparado pelos familiares, e não no peixe (entenda abaixo). Assim, o marido e a mulher não são mais considerados suspeitos pela polícia.A tragédia da família envenenada no PiauíO casal que doou uma cesta básica e peixe manjuba para a família internada com sintomas de envenenamento em Parnaíba, no litoral do Piauí, teme possíveis represálias que pode sofrer devido à repercussão do caso. O laudo do Instituto Médico Legal (IML) apontou a presença de veneno no arroz preparado pelos familiares, e não no peixe (entenda abaixo). Assim, o marido e a mulher não são mais considerados suspeitos pela polícia.“Deixei de mexer nas redes sociais só pra não ver comentário. A gente fica ruim da cabeça. Tá complicado dormir com essa situação”, lamentou o marido, que conversou com o Fantástico sob a condição de anonimato.“Os 30 kg de peixe foram doados para várias famílias no mesmo dia. A associação doa mais de 50, 100 kg para vários órgãos que fazem ações sociais no fim do ano e ninguém passou mal. Aqui mesmo a gente comeu manjuba, quem trabalha pra gente comeu e não passou mal”, destacou.Até a publicação desta reportagem, três pessoas da família morreram e duas continuam internadas. Outras quatro receberam alta (saiba quem são as vítimas). Com o resultado do laudo do IML, a polícia passa a investigar o caso como homicídio (leia mais abaixo).Por Eric Souza, Edigar Neto, g1 PI, TV Clube",Unknown date
Inmet emite alerta de chuvas intensas para todo o Piauí nesta terça-feira (7),https://carlsonpessoa.blogspot.com/2025/01/inmet-emite-alerta-de-chuvas-intensas.html,"Veja o mapa com os alertas emitidos pelo InmetO Instituto Nacional de Meteorologia (Inmet) emitiu um alerta de chuvas intensas para todos os municípios do Piauí. O alerta amarelo, de perigo potencial, tem início nesta manhã e segue até as 10h desta quarta-feira (08). Além do alerta amarelo, 148 municípios estão cobertos pelo alerta laranja, com perigo de chuvas mais intensas.O alerta amarelo prevê chuva entre 20 e 30 mm/h ou até 50 mm/dia, ventos intensos (40-60 km/h). Segundo o instituto existe o baixo risco de corte de energia elétrica, queda de galhos de árvores, alagamentos e de descargas elétricas.O alerta laranja prevê chuva entre 30 e 60 mm/h ou 50 e 100 mm/dia, ventos intensos (60-100 km/h). Há ainda risco de corte de energia elétrica, queda de galhos de árvores, alagamentos e de descargas elétricas.",Unknown date
ATENÇÃO PARNAHYBA - CBF muda regulamento da Copa do Brasil; Altos e Parnahyba disputam,https://carlsonpessoa.blogspot.com/2025/01/atencao-parnahyba-cbf-muda-regulamento.html,"A Confederação Brasileira de Futebol (CBF) confirmou alteração no regulamento da primeira fase da Copa do Brasil de 2025.A partir deste ano os clubes os visitantes não possuem mais a vantagem do empate no tempo regulamentar.Com isso, em caso de empate no tempo regulamentar, a classificação para a etapa seguinte vai será definida atráves da cobrança de penaltis.No estado do Piauí, Altos e Parnahyba irão disputar a competição por terem sido campeão e vice-campeão Piauiense na última temporada.Até 2024, as equipes dos potes A, B, C e D (de melhor ranking) jogavam fora de casa e entravam em campo com a vantagem de jogar por um empate. A regra foi utilizada pela CBF nas últimas oito edições do torneio. As duas primeiras fases da Copa do Brasil são disputadas em jogo único e, a partir de 2025, ambas serão decididas em cobranças de pênaltis, em caso de empate no tempo normal.Na terceira fase da Copa do Brasil se mantém o formato já conhecido com os confrontos de ida e volta.Ao todo, 80 clubes irão participar da primeira fase da Copa do Brasil 2025. A divisão dos potes da competição segue o posicionamento dos clubes no Ranking Nacional de Clubes (RNC) da CBF.",Unknown date
PAX UNIÃO INFORMA - NOTA DE FALECIMENTO,https://carlsonpessoa.blogspot.com/2025/01/pax-uniao-informa-nota-de-falecimento_19.html,"A PAX UNIÃO, em nome das famílias enlutadas, cumpre o seu doloroso dever decomunicar o falecimento das seguintes pessoas:1. FRANCISCA MARIA SILVA, 32 anos de idade, falecida às 03h de hoje (07.01.2025) noHospital Nossa senhora de Fátima em Parnaíba-PI. O corpo foi removido do IML e estásendo velado no Conjunto Dom Rufino II, Q B 3, C 09, Bairro Primavera. O sepultamentoserá logo mais às 16h no cemitério do Igaraçu.2. RN DE VERÔNICA MARIA BRITO DOS SANTOS, falecido às 07h 02min de hoje(07.01.2025) no Hospital Evangelina Rosa em Teresina-PI. O corpo será trasladado paraParnaíba-PI, onde será velado e sepultado.A PAX UNIÃO, em nome das famílias enlutadas, agradece a todos que comparecerema este ato de fé e piedade cristã.Informou a Pax UniãoParnaíba – PI, 07 de Janeiro de 2025.",Unknown date
A nova frente da parceria Silvio/Rafael,https://carlsonpessoa.blogspot.com/2025/01/a-nova-frente-da-parceria-silviorafael.html,"O prefeito da capital, Silvio Mendes (União Brasil), participou do ato solene que inaugurou sede da Companhia Ferroviária do Estado, anunciou investimentos no metrô de Teresina. O prefeito ouviu do governador Rafael Fonteles a implantação da tarifa zero no transporte urbano sobre trilhos. Silvio Mendes confirmou repasses financeiros da prefeitura para os consórcios de transportes coletivos vinculados a mais ônibus circulando na cidade. No final, no tradicional gesto de mãos dadas, no estilo um por todos e todos por um,  Silvio, Rafael, lideranças políticas reafirmaram compromissos para investimentos em mobilidade urbana em Teresina. É nova frente das parcerias administrativas que envolvem governo do estado e prefeitura de Teresina.Tempo Real",Unknown date
Proprietário de imóvel encontra fezes humanas no teto de sua residência no Piauí,https://carlsonpessoa.blogspot.com/2025/01/proprietario-de-imovel-encontra-fezes.html,"Um proprietário de imóvel localizado no bairro São Pedro, no residencial São Pedro II, em União, passou por uma situação inusitada e desagradável neste domingo (05/01). Ao realizar ajustes na caixa d'água de sua casa, o homem se deparou com várias sacolas plásticas contendo fezes humanas sobre o teto da residência. Com informações doClique União.A descoberta aconteceu quando o inquilino do imóvel subiu até o telhado para realizar manutenção no sistema de abastecimento de água. Durante a inspeção, ele percebeu a presença de objetos estranhos e, ao verificar mais de perto, identificou as sacolas com os dejetos humanos.O proprietário expressou indignação com o ocorrido, chamando a situação de ""falta de ética e educação"". O caso gerou repercussão entre os vizinhos, que não perceberam movimentações suspeitas na área que pudessem indicar o responsável pelo ato. O proprietário anunciou que tomará providências legais, incluindo o registro de um boletim de ocorrência na delegacia local para investigar o ocorrido.",Unknown date
Mãe que perdeu os filhos por caju envenenado é 4ª vítima da família no litoral Piauí,https://carlsonpessoa.blogspot.com/2025/01/mae-que-perdeu-os-filhos-por-caju.html,"Francisca Maria da Silva, de 32 anos, faleceu na madrugada desta terça-feira (07/01) no Hospital Estadual Dirceu Arcoverde (Heda), em Parnaíba, litoral do Piauí. Ela se tornou a quarta vítima da mesma família a morrer após consumir arroz contaminado com uma substância tóxica similar ao ""chumbinho"".Na noite de segunda-feira (06/01), algumas pessoas da família chegaram a divulgar a morte de Francisca, mas a confirmação oficial ocorreu apenas na madrugada de terça, por volta das 3h.O Hospital Estadual Dirceu Arcoverde (HEDA) emitiu uma nota à imprensa:Nota à ImprensaO Hospital Estadual Dirceu Arcoverde (HEDA) lamenta profundamente o falecimento de uma paciente adulta ocorrido na terça-feira (7), em decorrência de um suposto caso de envenenamento. A paciente estava sob os cuidados da instituição desde o dia 1º, e o óbito foi constatado por volta das 3h07.Após a confirmação do falecimento, o corpo foi encaminhado ao Instituto Médico Legal (IML) para os procedimentos necessários.Neste momento de imensa dor, expressamos nossas sinceras condolências à família da paciente e reafirmamos que a equipe multidisciplinar do HEDA trabalhou com total dedicação, seguindo todos os protocolos e medidas necessárias para garantir o melhor atendimento durante sua permanência na unidade.O HEDA reafirma seu compromisso com a saúde e o bem-estar da população, assim como com a transparência em suas ações. Em conformidade com a legislação vigente sobre privacidade, não serão fornecidos detalhes adicionais sobre o caso.Atenciosamente,Dr. Carlos TeixeiraDiretor Técnico do Hospital Estadual Dirceu Arcoverde (HEDA)O casoAo todo, nove membros da família consumiram o alimento. Além de Francisca, faleceram dois de seus filhos, de um e três anos, e seu irmão, de 18 anos. Uma filha de quatro anos segue internada no Hospital de Urgência de Teresina (HUT), enquanto os outros quatro envolvidos já receberam alta.Francisca teve cinco filhos, dos quais quatro morreram por envenenamento. Dois deles faleceram após ingerir o arroz contaminado, enquanto os outros dois morreram em agosto de 2024 ao comer cajus envenenados. A suspeita desse crime está presa, acusada de duplo homicídio qualificado.O laudo do Instituto de Medicina Legal (IML) confirmou que o veneno no alimento era ""terbufós"", um organofosforado usado como inseticida. A substância foi encontrada em grande quantidade no baião de dois preparado pela família. ""Estava em todo o arroz, em grânulos visíveis"", afirmou o médico Antônio Nunes, diretor do IML.UM peixe doado à família no dia 31 de dezembro foi inicialmente suspeito, mas exames descartaram a hipótese de contaminação, isentando o casal responsável pela doação.",Unknown date
"Corpo de Bombeiros resgata tartaruga marinha na praia de Caburé, em Barreirinhas",https://carlsonpessoa.blogspot.com/2025/01/corpo-de-bombeiros-resgata-tartaruga.html,"Neste fim de
semana, uma equipe doCorpo de Bombeiros do Maranhão(CBMMA)
resgatou uma tartaruga marinha na praia de Caburé, em Barreirinhas.Segundo os agentes, o animal estava ferido e, por isso, foi levado
até a faixa de areia para receber os devidos cuidados.Ainda de
acordo com os bombeiros, a tartaruga foi transportada até a base do Instituto
Chico Mendes de Conservação da Biodiversidade (ICMBio), especializada no
atendimento e reabilitação de animais marinhos.O animal segue sob os cuidados do ICMBio e, em breve, será
devolvido ao seu habitat natural.",Unknown date
